customer_id,date_of_birth,income,gender,signup_date,country
CUST_00000001612,2000-02-09,2884,F,2026-05-31,USA
CUST_00000000072,1949-01-22,,F,2022-03-13,Germany
CUST_00000001262,2003-02-24,5212,M,2025-06-15,NL
CUST_00000000260,1991-09-11,4919,F,2022-09-17,USA
CUST_00000000052,1981-03-20,4061,M,2022-02-21,Canada
CUST_00000000199,1947-01-24,3853,M,2022-07-18,Spain
CUST_00000000479,1976-12-27,3470,F,,IT
CUST_00000000679,,3081,M,2023-11-10,IT
CUST_00000000333,1988-08-22,5436,M,2022-11-29,Switzerland
CUST_00000001654,1964-07-07,2987,F,2026-07-12,Canada
CUST_00000000620,1991-08-24,3167,M,2023-09-12,Netherlands
CUST_00000001655,2003-01-16,3218,M,2026-07-13,Canada
CUST_00000000619,1996-07-01,5222 EUR,M,2023-09-11,BR
CUST_00000001948,1943-05-21,5385,M,2027-05-02,UK 
CUST_00000000597,1947-08-10,2728,F,2023-08-20,AT
CUST_00000000939,2003-07-09,7311,F,2024-07-27,Japan
CUST_00000000989,1966-09-04,6854,F,2024-09-15,India
CUST_00000001766,1947-11-27,2021,F,2026-11-01,FR
CUST_00000000427,1963-09-07,3715,M,2023-03-03,Canada
CUST_00000000592,1959-03-04,7917,F,2023-08-15,DE
CUST_00000000480,1942-03-23,2580,M,2023-04-25,NL
CUST_00000001421,1997-01-01,4866,M,2025-11-21,CN
CUST_00000001308,1979-08-18,2327,M,2025-07-31,Japan
CUST_00000001680,1969-02-06,7068,M,2026-08-07,UK
CUST_00000000793,1942-04-21,5636,M,2024-03-03,India
CUST_00000000549,1946-04-11,4546,F,2023-07-03,DE
CUST_00000000753,1964-12-17,3581,M,2024-01-23,Netherlands
CUST_00000000399,1979-04-24,7986 EUR,F,2023-02-03,Switzerland
CUST_00000000998,1958-08-22,2467,M,2024-09-24,Italy
CUST_00000000463,1972-09-17,3012,M,2023-04-08,CN
CUST_00000000437,1940-04-26,2004,M,2023/03/13,ES
CUST_00000000193,1972-07-25,5743,f,2022-07-12,Brazil
CUST_00000001472,1957-01-10,5004,F,11/01/26,India
CUST_00000001354,1996-05-12,7986,F,2025/09/15,CN
CUST_00000000293,1964-12-27,3445,M,2022-10-20,Austria
CUST_00000001972,1980-04-10,6790,F,2027-05-26,Netherlands
CUST_00000001539,1942-10-17,5959,F,2026-03-19,Austria
CUST_00000000940,1987-12-02,7750,F,2024-07-28,IN
CUST_00000001138,1942-08-03,3865,F,2025-02-11,France
CUST_00000000939,2003-07-09,7311,F,2024-07-27,Japan
CUST_00000000142,1954-05-09,4790 EUR,F,2022-05-22,CA
CUST_00000001252,1946-02-20,2688,M,2025-06-05,India
CUST_00000000003,1942-03-30,7226 USD,F,2022-01-03,NL
CUST_00000000782,1962-12-27,4152,M,2024-02-21,Spain
CUST_00000000582,1958-11-09,4143,M,2023-08-05,Netherlands
CUST_00000001920,1951-06-19,2427,M,04/04/27,IT
CUST_00000001334,1940-09-22,2914,F,2025-08-26,Austria
CUST_00000000340,1985-02-10,2959,Male,2022-12-06,Switzerland
CUST_00000000813,1943-09-07,6533,M,2024-03-23,Brasil
CUST_00000000409,1966-11-10,4368,F,13/02/23,CA
CUST_00000001221,1949-01-01,2385,F,2025-05-05,CN
CUST_00000000266,1948-06-17,7730,M,2022-09-23,Spain
CUST_00000000377,1997-11-28,7854,F,2023-01-12,AT
CUST_00000001379,,4541,M,2025-10-10,USA
CUST_00000001038,1963-10-31,3673,M,2024-11-03,AT
CUST_00000000440,1997-02-26,6869,F,2023-03-16,Netherlands
CUST_00000000272,1976-11-17,6976,M,2022-09-29,DE
CUST_00000000185,1988-05-22,,F,04/07/22,USA
CUST_00000000980,1977-05-03,7622 EUR,M,2024-09-06,BR
CUST_00000000245,1960-07-15,2659,M,2022-09-02,CH
CUST_00000000966,1984-02-12,7401,F,2024-08-23,USA
CUST_00000000608,1960-02-26,,M,,Germany
CUST_00000000530,,5746,Male,2023-06-14,NL
CUST_00000000446,1978-05-15,2635,F,2023-03-22,CN
CUST_00000000846,1964-01-29,6637,F,2024-04-25,NL
CUST_00000001303,1965-10-21,,F,2025-07-26,IT
CUST_00000001182,2005-02-19,5876,M,2025-03-27,France
CUST_00000001132,1951-10-03,7373,F,2025-02-05,JP
CUST_00000000416,1989-08-19,6929,M,2023-02-20,Germany
CUST_00000000274,2005-05-29,7423,M,2022-10-01,CN
CUST_00000001147,1989-07-18,4371,M,2025-02-20,DE
CUST_00000000251,1961-05-08,5219,F,2022-09-08,AT
CUST_00000000414,1950-05-10,3166,M,18/02/23,UK 
CUST_00000001340,1965-09-04,5594,M,2025-09-01,USA
CUST_00000000311,1975-12-24,7800,M,2022-11-07,US
CUST_00000000066,1944-02-10,3585,F,2022-03-07,BR
CUST_00000000585,1994-06-05,5851,F,2023-08-08,Brazil
CUST_00000000426,1996-11-24,3148 USD,F,2023-03-02,AT
CUST_00000001925,1948-05-20,3925,Female,2027-04-09,Canada
CUST_00000001921,2000-02-13,,M,2027-04-05,India
CUST_00000000783,1973-02-03,2510 EUR,M,2024-02-22,USA
CUST_00000000908,2003-01-21,7145,M,2024-06-26,CN
CUST_00000001134,1979-04-22,4645,M,2025-02-07,UK
CUST_00000001056,,3604,M,2024-11-21,IN
CUST_00000001517,1951-05-16,6822,F,2026-02-25,CH
CUST_00000000527,2005-05-11,2851,F,2023-06-11,India
CUST_00000000589,1979-08-20,4326,F,2023-08-12,Canada
CUST_00000000675,1964-05-17,6748,M,06/11/23,Italy
CUST_00000000183,1973-07-18,7575,F,2022-07-02,Germany
CUST_00000000171,1963-08-18,7592,M,2022-06-20,Netherlands
CUST_00000001993,1962-06-06,2158,Male,2027-06-16,IN
CUST_00000000614,1982-08-17,5140,M,2023-09-06,DE
CUST_00000001927,2000-02-24,5144,M,11/04/27,Japan
CUST_00000001693,1999-05-21,5930 USD,Female,20/08/26,BR
CUST_00000000888,1980-03-16,5900,F,2024-06-06,FR
CUST_00000000778,1990-08-06,6784,F,2024-02-17,IN
CUST_00000000273,1981-11-24,4049,M,2022-09-30,Spain
CUST_00000001589,1968-01-15,2431 EUR,F,2026-05-08,CN
CUST_00000000721,1974-11-20,3396,M,2023-12-22,France
CUST_00000000942,1964-08-10,4075,M,2024-07-30,UK
CUST_00000000372,1961-05-31,5327,M,2023-01-07,India
CUST_00000000223,2000-04-04,3733 EUR,M,2022-08-11,ES
CUST_00000001351,,7853,M,2025-09-12,CA
CUST_00000001689,2000-06-18,7442 USD,F,2026-08-16,Austria
CUST_00000000810,1993-11-12,3574,M,2024-03-20,Austria
CUST_00000000519,1956-01-08,6611,F,2023-06-03,Germany
CUST_00000000335,1968-02-19,4485,M,01/12/22,France
CUST_00000001656,1967-09-20,7016,F,2026-07-14,UK
CUST_00000001197,1980-11-06,4861,M,2025-04-11,US
CUST_00000001562,1969-03-04,6124,m,2026-04-11,AT
CUST_00000000631,1940-06-30,2732,F,2023-09-23,ES
CUST_00000000016,1948-05-28,3685,F,16/01/22,DEU
CUST_00000000707,1966-10-15,6298 EUR,F,2023-12-08,IT
CUST_00000000977,1962-04-07,4324,F,03/09/24,CA
CUST_00000001579,1978-08-01,6484,F,2026-04-28,India
CUST_00000001729,1984-08-15,3985,F,2026-09-25,India
CUST_00000001816,1996-04-08,6179,M,2026-12-21,Austria
CUST_00000000943,1944-01-31,2713,M,2024-07-31,JP
CUST_00000000466,1958-11-05,6729,m,2023-04-11,Canada
CUST_00000001669,1948-03-25,5972,M,2026-07-27,ES
CUST_00000000200,1947-09-07,7616,M,2022-07-19,UK
CUST_00000001289,2030-01-01,5335,F,2025-07-12,Japan
CUST_00000001084,1956-04-13,2600,M,2024-12-19,AT
CUST_00000001162,1977-04-10,4597,F,2025-03-07,India
CUST_00000000629,1998-11-09,3156,F,2023-09-21,CH
CUST_00000001532,1943-11-21,7217,M,12/03/26,China
CUST_00000000757,1982-03-12,2255 EUR,M,2024-01-27,China
CUST_00000001436,1988-03-23,,M,2025-12-06,Brazil
CUST_00000001450,1948-11-18,4120,F,2025-12-20,Austria
CUST_00000001390,2000-07-02,4089,M,21/10/25,NL
CUST_00000001266,2002-04-06,2951,M,2025-06-19,USA
CUST_00000000594,1982-06-14,-5000,F,2023-08-17,IN
CUST_00000000044,1974-01-31,5556,F,2022-02-13,China
CUST_00000000275,1944-11-10,5723,f,2022-10-02,France
CUST_00000001537,1981-02-03,6459,M,2026-03-17,DE
CUST_00000000102,2001-06-02,4027 EUR,M,2022-04-12,DE
CUST_00000000908,2003-01-21,7145,M,2024-06-26,CN
CUST_00000001832,1981-06-04,4255,M,2027-01-06,IN
CUST_00000001478,1997-07-27,6107,F,2026-01-17,Switzerland
CUST_00000000108,1975-12-28,7794,F,2022-04-18,Brazil
CUST_00000001205,1976-11-07,5072,M,2025-04-19,Italy
CUST_00000000498,1967-05-19,6548,M,,AT
CUST_00000000573,1955-08-12,7988,m,2023-07-27,USA
CUST_00000001865,1997-12-19,4433,F,2027-02-08,UK
CUST_00000000787,2004-06-12,6571,M,2024-02-26,FR
CUST_00000000880,1983-10-31,2671,M,29/05/24,CN
CUST_00000001786,1985-10-01,4506,M,2026-11-21,CA
CUST_00000001330,1941-12-19,5156,F,2025-08-22,DE
CUST_00000001460,1979-11-23,6226 EUR,M,2025-12-30,India
CUST_00000000621,1957-06-11,4616,M,2023-09-13,Austria
CUST_00000000073,1974-02-06,5843,M,2022-03-14,Brazil
CUST_00000001808,1991-12-27,5778,Male,13/12/26,AT
CUST_00000001245,1968-05-29,4203,M,2025-05-29,CN
CUST_00000001342,1994-06-18,3409,F,2025-09-03,NL
CUST_00000000863,1983-09-28,5818,M,2024-05-12,CA
CUST_00000000482,1969-10-20,5147,F,2023-04-27,Ger
CUST_00000001122,1890-01-01,2477,M,2025-01-26,IN
CUST_00000000507,1946-03-24,6452,M,2023-05-22,China
CUST_00000000705,1940-07-12,4933,F,2023-12-06,Japan
CUST_00000001774,1947-01-21,5747,m,2026-11-09,DE
CUST_00000001928,1977-12-26,4270,M,2027-04-12,Japan
CUST_00000001193,1969-10-28,5368,M,2025-04-07,AT
CUST_00000001361,1942-12-29,4761,M,2025-09-22,BR
CUST_00000001504,1949-11-11,2400,M,2026-02-12,CN
CUST_00000000312,1945-04-05,6067,F,2022-11-08,DE
CUST_00000001730,1978-08-20,7343,m,2026-09-26,Italy
CUST_00000000406,1940-09-13,,M,2023-02-10,India
CUST_00000000728,1981-12-06,4783,M,2023-12-29,US
CUST_00000001174,1946-04-06,2984,F,2025-03-19,Italy
CUST_00000000310,1959-03-06,,M,2022-11-06,U.S.
CUST_00000000227,,2202,F,2022-08-15,France
CUST_00000001742,1975-08-16,7445,M,2026-10-08,UK
CUST_00000001260,1948-10-30,3792,F,2025-06-13,Germany
CUST_00000001568,1985-05-09,,M,2026-04-17,U.S.
CUST_00000000862,1956-04-24,6300,M,2024-05-11,Italy
CUST_00000001310,1992-09-17,5300,F,,Spain
CUST_00000000149,1993-06-17,6636,Female,2022-05-29,USA
CUST_00000001413,1942-03-31,4681,F,13/11/25,Italy
CUST_00000000744,1944-07-05,6136,M,,ES
CUST_00000001014,1993-04-10,7554,M,2024-10-10,CA
CUST_00000001447,1953-11-11,2481,F,2025-12-17,Italy
CUST_00000001919,,2886,M,2027-04-03,Spain
CUST_00000000576,1966-12-31,4786,M,2023-07-30,US
CUST_00000000558,1985-06-30,2417,M,2023-07-12,India
CUST_00000001430,1943-05-04,,F,2025-11-30,Italy
CUST_00000001186,1999-03-16,5056,F,2025-03-31,UK
CUST_00000001380,1983-03-25,4051,F,11/10/25,China
CUST_00000001341,1960-08-23,6841,M,2025-09-02,CA
CUST_00000000652,1994-12-18,3388,F,2023-10-14,Canada
CUST_00000001000,1958-12-06,6170,F,2024-09-26,CA
CUST_00000000287,1957-01-23,,F,2022-10-14,IT
CUST_00000001645,1997-08-28,4376,M,2026-07-03,ES
CUST_00000001243,1987-11-15,6757,M,2025-05-27,USA
CUST_00000000629,1998-11-09,3156,F,2023-09-21,CH
CUST_00000000599,1986-03-30,6492,M,2023-08-22,Canada
CUST_00000001273,1972-02-28,6524,F,2025-06-26,Italy
CUST_00000000833,1979-01-26,6530,F,2024-04-12,US
CUST_00000001678,1967-12-16,2795,F,2026-08-05,USA
CUST_00000001627,1959-02-01,7640,M,2026-06-15,US
CUST_00000001068,1890-01-01,7415,M,2024-12-03,Japan
CUST_00000001581,1960-07-01,,M,2026-04-30,ES
CUST_00000001990,1957-11-30,7451,f,2027-06-13,Spain
CUST_00000000944,1944-11-21,3062,F,2024-08-01,ES
CUST_00000000910,1964-04-21,4055 EUR,F,2024-06-28,FR
CUST_00000001235,,7299,F,2025-05-19,DE
CUST_00000001449,1998-10-03,3524,M,2025-12-19,FR
CUST_00000000610,1953-03-21,5577,F,2023-09-02,France
CUST_00000001891,1990-01-21,5762,M,2027-03-06,China
CUST_00000001113,,2197,F,2025-01-17,UK
CUST_00000001489,1989-09-20,4421,M,2026-01-28,UK
CUST_00000001042,,5713,M,2024-11-07,ES
CUST_00000000494,1959-12-15,4141,F,2023-05-09,CN
CUST_00000001353,1952-04-08,7172,F,2025-09-14,Spain
CUST_00000000278,1997-12-21,7279,M,2022-10-05,UK
CUST_00000001964,,5638 EUR,M,2027-05-18,AT
CUST_00000000359,1995-07-26,5420,f,2022/12/25,Canada
CUST_00000001299,1962-11-27,7297,M,2025-07-22,Canada
CUST_00000000237,1960-08-23,5582,M,2022-08-25,IN
CUST_00000000552,1995-11-27,200000,F,2023-07-06,IT
CUST_00000001917,1973-10-17,5041,F,2027-04-01,Spain
CUST_00000000937,1967-02-12,3906,M,2024-07-25,JP
CUST_00000000209,1989-04-28,2698,F,2022-07-28,IT
CUST_00000001422,1981-08-26,6788,M,2025-11-22,US
CUST_00000001600,1947-08-29,6805,M,2026-05-19,Spain
CUST_00000000059,1996-05-25,3478,F,2022-02-28,ES
CUST_00000000632,1949-07-24,6330,Male,2023-09-24,IT
CUST_00000001624,1949-04-17,2053,F,2026-06-12,Japan
CUST_00000001909,1999-05-27,3949,F,2027-03-24,UK
CUST_00000001617,1977-12-10,2824,M,2026-06-05,NL
CUST_00000000364,1990-09-16,2699,M,2022-12-30,FR
CUST_00000000506,1964-12-29,3757,M,2023-05-21,Austria
CUST_00000001954,1973-10-18,6969,M,2027-05-08,Spain
CUST_00000001152,,4674,F,2025-02-25,India
CUST_00000001831,,7390,F,2027-01-05,CN
CUST_00000001359,1967-09-19,7399,M,2025-09-20,France
CUST_00000000586,1998-09-26,5440,F,2023-08-09,IT
CUST_00000001091,1971-03-20,3318,F,2024-12-26,Austria
CUST_00000001783,1996-10-22,5104,F,2026-11-18,Italy
CUST_00000000119,1997-09-02,6598,F,2022-04-29,IT
CUST_00000001602,1978-09-29,3463,F,2026-05-21,CN
CUST_00000001687,1995-06-06,4162,M,2026-08-14,IT
CUST_00000000523,1949-09-22,7878,F,2023/06/07,France
CUST_00000000514,1988-02-08,4489,f,2023-05-29,NL
CUST_00000000082,2000-02-15,5342,M,2022-03-23,Japan
CUST_00000001315,1962-06-09,7207,F,2025-08-07,CH
CUST_00000001217,1951-04-29,2574,F,2025-05-01,ES
CUST_00000000381,1946-07-05,4733,F,2023-01-16,JP
CUST_00000001659,1940-07-19,6616,F,2026-07-17,FR
CUST_00000001732,,5117,M,2026-09-28,JP
CUST_00000000085,2001-04-28,3275,M,2022/03/26,China
CUST_00000001721,1967-01-15,5998,M,2026-09-17,NL
CUST_00000001010,1940-03-28,6289 EUR,M,2024-10-06,Austria
CUST_00000000330,1959-07-13,5446,M,2022-11-26,ES
CUST_00000000007,1952-07-08,7734,M,2022-01-07,CN
CUST_00000001771,1992-10-30,2686,F,2026-11-06,Germany
CUST_00000000789,1954-09-10,4756,M,2024-02-28,CA
CUST_00000001712,1999-11-07,2556,M,2026-09-08,China
CUST_00000001345,1997-02-10,5190,M,2025-09-06,US
CUST_00000000452,1953-05-16,2830,F,2023-03-28,USA
CUST_00000000491,1974-04-27,7188,F,2023-05-06,JP
CUST_00000001520,1950-03-13,7085,M,2026-02-28,IT
CUST_00000000288,1988-02-11,5991,M,2022-10-15,US
CUST_00000000950,1984-01-15,5596,F,2024-08-07,BR
CUST_00000001291,1984-08-24,6895,F,2025-07-14,JP
CUST_00000001403,2000-04-26,6263,F,2025-11-03,France
CUST_00000001229,1976-10-12,6858,M,2025-05-13,US
CUST_00000001561,2003-11-21,2813,F,2026-04-10,AT
CUST_00000000835,2005-10-31,6859,F,2024-04-14,Japan
CUST_00000001745,1941-09-06,6681,F,11/10/26,DE
CUST_00000000965,1975-12-13,4739,M,2024-08-22,CN
CUST_00000000967,1946-08-24,3761,F,2024-08-24,CH
CUST_00000001638,1991-07-04,2002 EUR,M,2026-06-26,IT
CUST_00000001117,1988-09-04,7567,M,2025-01-21,Brazil
CUST_00000001692,1979-10-02,7985,M,2026-08-19,U.S.
CUST_00000000328,1957-01-13,,F,2022-11-24,Spain
CUST_00000000443,1979-08-22,6142,F,2023-03-19,BR
CUST_00000000807,2002-07-19,3823,M,2024-03-17,Germany
CUST_00000001108,1947-11-25,5687,F,2025-01-12,Germany
CUST_00000000964,1945-11-11,7637 EUR,F,2024-08-21,France
CUST_00000000917,1968-04-22,2638,M,2024-07-05,CH
CUST_00000000178,1997-04-28,4675 EUR,M,2022-06-27,DE
CUST_00000000768,1962-03-08,6469,F,2024-02-07,CN
CUST_00000000734,1993-02-06,6468,F,2024-01-04,Netherlands
CUST_00000000087,1946-05-28,2337,F,2022-03-28,IT
CUST_00000001445,1992-09-09,5920,F,2025-12-15,Italy
CUST_00000001950,1970-03-19,2409,F,2027-05-04,AT
CUST_00000000458,1953-04-14,2116 EUR,F,2023-04-03,AT
CUST_00000001877,1973-06-13,6433,F,2023-13-01,USA
CUST_00000000055,1973-12-16,4824,F,2022-02-24,US
CUST_00000001541,1982-12-21,7468,F,2026-03-21,NL
CUST_00000000644,1951-12-18,4681,F,2023-10-06,US
CUST_00000000678,1988-06-16,5709,F,2023-11-09,CN
CUST_00000000222,1975-10-18,7791,M,2022-08-10,Japan
CUST_00000000114,1968-03-25,5099,M,2022-04-24,USA
CUST_00000001962,1979-04-07,3266 EUR,M,2027-05-16,Netherlands
CUST_00000001259,1978-12-07,6422,M,2025-06-12,USA
CUST_00000001035,1960-03-02,4039 EUR USD,M,2024-10-31,Canada
CUST_00000000175,1949-07-18,7496,M,2022-06-24,FR
CUST_00000001053,1976-02-10,5490 EUR,F,2024-11-18,Austria
CUST_00000000590,1979-09-01,4914,M,2023-08-13,Canada
CUST_00000001861,1970-10-23,,F,2027-02-04,IN
CUST_00000000019,1985-05-03,7611,F,2022-01-19,US
CUST_00000000424,1958-04-07,2574,F,2023-02-28,CH
CUST_00000001376,1985-01-06,5430,M,2025-10-07,France
CUST_00000000286,1957-03-10,5191,M,2022-10-13,India
CUST_00000001623,1971-07-19,3796,F,2026-06-11,CH
CUST_00000000429,1983-10-30,6933,M,2023-03-05,China
CUST_00000001549,,2310,M,2026-03-29,FR
CUST_00000000781,2002-10-02,3633 USD,M,,Italy
CUST_00000000670,1979-06-18,7977,F,2023-11-01,FR
CUST_00000000032,1964-12-15,4047,F,2022-02-01,Canada
CUST_00000001936,1970-08-28,5389,M,2027-04-20,CA
CUST_00000000723,2000-01-03,5330,F,2023-12-24,China
CUST_00000001171,1993-10-09,4188,F,2025-03-16,Japan
CUST_00000000215,1959-01-01,7855,M,2022-08-03,JP
CUST_00000001429,1944-01-25,7415,F,2025-11-29,Brazil
CUST_00000001344,1959-08-25,6566,F,2025-09-05,Switzerland
CUST_00000000327,1953-11-20,6555,F,2022-11-23,Germany
CUST_00000000561,1976-08-21,5974 EUR,F,2023-07-15,Netherlands
CUST_00000001827,1945-01-14,5056,M,2027-01-01,IT
CUST_00000000701,1941-10-02,3852,M,2023-12-02,AT
CUST_00000001894,1965-06-28,4448,F,09/03/27,IN
CUST_00000001420,1945-09-02,5776,F,2025-11-20,Japan
CUST_00000000342,1954-02-14,6548,M,2022-12-08,NL
CUST_00000000630,2001-09-09,7334,M,2023-09-22,CN
CUST_00000000148,1974-03-27,5242 USD,M,2022-05-28,India
CUST_00000001476,1999-06-17,5894,F,2026-01-15,IN
CUST_00000000361,1977-08-11,6276,M,2022-12-27,Brazil
CUST_00000000084,2002-12-18,5798 EUR,M,2022-03-25,Italy
CUST_00000000049,1963-09-24,4435 EUR,M,2022-02-18,ES
CUST_00000000469,1999-11-01,7215,M,2023/04/14,DE
CUST_00000000156,2004-08-28,4625 EUR,F,,NL
CUST_00000001911,1951-07-27,5174,F,2027/03/26,France
CUST_00000001059,1947-03-20,3969,M,2024-11-24,US
CUST_00000001231,1953-11-06,3205,F,2025-05-15,CH
CUST_00000001180,1940-03-25,7443,F,2025-03-25,AT
CUST_00000001233,1982-02-13,6120,M,2025-05-17,Italy
CUST_00000001671,1959-04-20,7721,M,2026-07-29,U.S.
CUST_00000000501,1942-02-14,4265,F,2023-05-16,Austria
CUST_00000001810,2001-02-08,5453,F,2026-12-15,IN
CUST_00000000180,1994-08-19,7864,F,2022-06-29,US
CUST_00000001135,2002-08-23,3857,F,,CA
CUST_00000001801,1998-10-22,5201,M,2026-12-06,JP
CUST_00000001695,1983-07-28,7868,F,22/08/26,NL
CUST_00000000916,1957-04-11,2302,M,2024-07-04,Canada
CUST_00000001356,1996-04-16,5577,F,2025-09-17,Italy
CUST_00000001660,1956-04-10,7582,Female,2026-07-18,Canada
CUST_00000000529,1979-02-24,3931,M,2023-06-13,USA
CUST_00000000347,1946-02-23,7311,F,2022-12-13,France
CUST_00000001423,,5363,M,2025-11-23,USA
CUST_00000001119,1977-01-27,7788,M,2025-01-23,US
CUST_00000001034,1988-11-08,6785,m,2024-10-30,IN
CUST_00000001923,2001-06-28,2316,M,2027-04-07,Spain
CUST_00000001387,1960-03-28,2074,f,2025-10-18,IT
CUST_00000000602,1995-07-22,2395,F,2023-08-25,India
CUST_00000001798,1955-07-26,4204,m,2026-12-03,India
CUST_00000000244,1945-04-13,3794,M,2022-09-01,IN
CUST_00000001814,1996-01-11,6964,F,2026-12-19,US
CUST_00000000803,2001-12-16,7565,M,2024-03-13,JP
CUST_00000001199,1956-12-03,5476,M,2025-04-13,Germany
CUST_00000001902,1992-04-12,2713,f,17/03/27,France
CUST_00000000313,1954-10-08,2160,M,2022-11-09,USA
CUST_00000000436,1943-12-15,5051,F,2023-03-12,Spain
CUST_00000001949,1999-05-21,2021,M,2027-05-03,Italy
CUST_00000000974,2030-01-01,3312,F,2024-08-31,UK
CUST_00000000309,1983-03-09,5791,F,2022-11-05,FR
CUST_00000000431,1944-07-22,7173 USD,F,2023-03-07,France
CUST_00000000661,1963-04-03,3827,M,,China
CUST_00000000371,1968-03-09,3184,F,2023-01-06,CA
CUST_00000000567,1951-06-02,2412,F,2023-07-21,UK
CUST_00000001023,1980-09-24,6654,F,2024-10-19,AT
CUST_00000000182,1953-09-17,2709,F,01/07/22,CH
CUST_00000000906,1969-09-04,,M,24/06/24,ES
CUST_00000000622,2004-06-11,3062,F,2023-09-14,Austria
CUST_00000001558,1996-10-17,7393,M,2026-04-07,FR
CUST_00000001223,1948-12-11,2474 EUR,F,2025-05-07,US
CUST_00000000995,1945-05-27,2919,F,2024-09-21,Austria
CUST_00000000814,1971-02-24,4165,M,2024-03-24,CA
CUST_00000001458,1959-06-29,6120,M,2025-12-28,US
CUST_00000001889,1969-07-30,2778,F,2027-03-04,China
CUST_00000001999,,4779,F,2027/06/22,Italy
CUST_00000001226,1941-05-17,7034,m,2025-05-10,JP
CUST_00000000297,1979-10-03,5183,F,2022-10-24,Brazil
CUST_00000000941,1951-05-10,6580,F,2024-07-29,NL
CUST_00000000462,1967-08-28,3931 EUR,F,2023-04-07,Netherlands
CUST_00000001335,1990-10-09,7667,F,2025/08/27,IN
CUST_00000001207,1968-07-18,6021,M,2025-04-21,India
CUST_00000000378,1966-11-30,2569,M,2023-01-13,ES
CUST_00000000799,2004-02-23,4048,f,2024-03-09,USA
CUST_00000001133,1965-11-03,4243 EUR,M,2025-02-06,IT
CUST_00000000106,,7618,F,2022-04-16,China
CUST_00000000127,1963-07-28,3570,M,2022-05-07,JP
CUST_00000002000,2003-10-28,3387,F,2027-06-23,FR
CUST_00000001161,1964-07-12,4919,M,2025-03-06,Japan
CUST_00000001324,1991-04-23,7005,M,2025-08-16,Germany
CUST_00000000356,1991-12-09,7864,F,2022-12-22,France
CUST_00000001657,1970-06-27,3355,M,2026-07-15,Austria
CUST_00000000683,1974-05-13,2894,F,2023-11-14,Spain
CUST_00000001974,1987-11-28,-5000,F,2027-05-28,Germany
CUST_00000001269,1944-02-16,4079,M,2025-06-22,ES
CUST_00000001188,1953-05-01,5449,M,02/04/25,Canada
CUST_00000000210,1954-10-24,4160,F,2022-07-29,India
CUST_00000000923,1959-05-31,4125,F,2024-07-11,Brazil
CUST_00000000141,1996-04-16,2863,M,2022-05-21,NL
CUST_00000001474,1980-10-17,2329,M,2026-01-13,CH
CUST_00000001824,2030-01-01,5233,F,2026-12-29,IT
CUST_00000001088,1984-02-11,4449 EUR,F,2024-12-23,DE
CUST_00000001614,1976-11-08,3389,F,2026-06-02,Japan
CUST_00000001126,1996-02-09,4204,M,2025-01-30,Japan
CUST_00000000887,1984-01-13,6777,M,,NL
CUST_00000000931,1949-01-07,3646,F,2024-07-19,USA
CUST_00000000712,1988-12-29,,F,2023-12-13,France
CUST_00000001988,1977-07-23,2352,M,2027-06-11,Spain
CUST_00000000904,1978-03-04,4878,F,2024-06-22,NL
CUST_00000001895,1962-08-10,4936,M,2027-03-10,CA
CUST_00000001051,1967-04-13,4958,M,16/11/24,AT
CUST_00000000011,,7578 EUR,F,2022-01-11,FR
CUST_00000001738,1990-02-15,6795,M,2026-10-04,France
CUST_00000001813,1996-12-29,6116,F,2026-12-18,Canada
CUST_00000000283,1970-06-10,4255,M,2022-10-10,Austria
CUST_00000000811,1950-11-10,2249,F,2024-03-21,CA
CUST_00000001121,1956-10-29,4035,F,2025-01-25,Austria
CUST_00000000292,1956-06-17,7539,F,2022-10-19,JP
CUST_00000000755,1962-08-19,6485,F,2024-01-25,UK
CUST_00000000627,1961-11-20,5294,f,2023-09-19,FR
CUST_00000000985,1986-11-18,7726,M,2024-09-11,USA
CUST_00000000901,1989-08-27,4286,M,2024-06-19,CH
CUST_00000000130,1992-05-08,4690,F,2022-05-10,Canada
CUST_00000001323,1974-03-19,6277,M,2025-08-15,Austria
CUST_00000000844,2005-08-01,3358,F,2024-04-23,AT
CUST_00000000324,1999-05-19,6735,f,2022-11-20,DE
CUST_00000001119,1977-01-27,7788,M,2025-01-23,US
CUST_00000001085,1992-07-06,7868,F,2024-12-20,Spain
CUST_00000001006,1955-08-05,7725,M,2024-10-02,India
CUST_00000001914,1947-08-08,3709 EUR USD,F,2027-03-29,India
CUST_00000000905,1989-05-18,6143,M,2024-06-23,Spain
CUST_00000001475,1948-03-22,,F,2026-01-14,UK
CUST_00000000696,1958-07-22,7236,F,2023-11-27,CH
CUST_00000000216,1988-05-19,5474,F,2022-08-04,India
CUST_00000001966,2000-09-05,5427,M,2027-05-20,CN
CUST_00000001125,1984-09-20,2419,M,2025-01-29,China
CUST_00000001293,1952-11-02,3481,M,2025-07-16,CH
CUST_00000000159,1988-03-04,5060,F,2022-06-08,CA
CUST_00000001912,1993-05-20,4241 EUR,M,2027-03-27,Germany
CUST_00000001454,1965-02-04,3240,F,2025-12-24,ES
CUST_00000000932,1957-05-31,,Male,2024-07-20,US
CUST_00000000842,1981-09-14,6344,M,2024-04-21,Canada
CUST_00000000635,1955-10-12,4539 EUR,F,27/09/23,IN
CUST_00000000517,1950-05-07,3015,F,2023-06-01,NL
